,id,label,value
1197,v000304,BILL CLINTON,1
2145,v000304,BOB DOLE,3
3105,v000304,ROSS PEROT,5
458,v000304,OTHER (SPECIFY),7
535,v000304,"NA. INAP, 0,5,8,9 in A3",0
629,v000304,DON'T KNOW,8
725,v000304,RF,9
1198,v000305,YES,1
2146,v000305,NO,5
3106,v000305,DON'T KNOW,8
459,v000305,RF,9
971,v000308,Other miscellaneous,8999
981,v000308,"Inap 5,8,9,0 in A4a. 9001,9002,999",0
891,v000309,Other miscellaneous,8999
901,v000309,"Inap 5,8,9,0 in A4a. 9001,9002,999",0
542,v000310,Other miscellaneous,8999
552,v000310,"Inap 5,8,9,0 in A4a. 9001,9002,999",0
1199,v000311,Yes,1
2147,v000311,No,5
3107,v000311,Don't Know,8
460,v000311,RF,9
701,v000315,Other miscellaneous,8999
7110,v000315,"Inap 5,8,9,0 in A4c. 9001,9002,999",0
4510,v000316,Other miscellaneous,8999
464,v000316,"Inap 5,8,9,0 in A4c. 9001,9002,999",0
1200,v000317,YES,1
2148,v000317,NO,5
3108,v000317,DON'T KNOW,8
463,v000317,RF,9
982,v000320,Other miscellaneous,8999
991,v000320,"Inap 5,8,9,0 in A5a. 9001,9002,999",0
702,v000321,Other miscellaneous,8999
7111,v000321,"Inap 5,8,9,0 in A5a. 9001,9002,999",0
543,v000322,Other miscellaneous,8999
553,v000322,"Inap 5,8,9,0 in A5a. 9001,9002,999",0
1201,v000323,YES,1
2149,v000323,NO,5
3109,v000323,DON'T KNOW,8
465,v000323,RF,9
781,v000327,Other miscellaneous,8999
791,v000327,"Inap 5,8,9,0 in A5c. 9001,9002,999",0
6110,v000328,Other miscellaneous,8999
6210,v000328,"Inap 5,8,9,0 in A5c. 9001,9002,999",0
1202,v000329,NONE,0
2150,v000329,ONE DAY,1
3111,v000329,TWO DAYS,2
466,v000329,THREE DAYS,3
536,v000329,FOUR DAYS,4
630,v000329,FIVE DAYS,5
726,v000329,SIX DAYS,6
819,v000329,EVERY DAY,7
916,v000329,DON'T KNOW,8
1203,v000330,A GREAT DEAL,1
2151,v000330,QUITE A BIT,2
3112,v000330,SOME,3
467,v000330,VERY LITTLE,4
537,v000330,NONE,5
632,v000330,"NA. INAP, 0,8,9 in A6",0
1204,v000331,NONE,0
2152,v000331,ONE DAY,1
3113,v000331,TWO DAYS,2
468,v000331,THREE DAYS,3
538,v000331,FOUR DAYS,4
633,v000331,FIVE DAYS,5
727,v000331,SIX DAYS,6
820,v000331,EVERY DAY,7
1205,v000332,NONE,0
2153,v000332,ONE DAY,1
3114,v000332,TWO DAYS,2
469,v000332,THREE DAYS,3
539,v000332,FOUR DAYS,4
634,v000332,FIVE DAYS,5
728,v000332,SIX DAYS,6
821,v000332,EVERY DAY,7
917,v000332,DON'T KNOW,8
1206,v000333,A GREAT DEAL,1
2154,v000333,QUITE A BIT,2
3115,v000333,SOME,3
470,v000333,VERY LITTLE,4
540,v000333,NONE,5
635,v000333,"NA. INAP, 0,8,9 in A7 and A8",0
1207,v000334,Yes,1
2155,v000334,No,5
1208,v000335,NONE,0
2156,v000335,ONE DAY,1
3116,v000335,TWO DAYS,2
472,v000335,THREE DAYS,3
544,v000335,FOUR DAYS,4
636,v000335,FIVE DAYS,5
729,v000335,SIX DAYS,6
822,v000335,EVERY DAY,7
1209,v000336,YES,1
2157,v000336,NO,5
3117,v000336,"NA. INAP, 0,8,9 in A10",0
473,v000336,DON'T KNOW,8
1213,v000337,A GREAT DEAL,1
2158,v000337,QUITE A BIT,2
3118,v000337,SOME,3
474,v000337,VERY LITTLE,4
545,v000337,NONE,5
637,v000337,"NA. INAP, 0,5,8,9 in A10a",0
1214,v000338,Yes,1
2159,v000338,No,5
3119,v000338,Don't Know,8
2160,v000339,DISAPPROVE,5
3120,v000339,DON'T KNOW,8
475,v000339,RF,9
1215,v000340,STRONGLY,1
2161,v000340,NOT STRONGLY,5
3121,v000340,"NA. INAP, 8,9,0 in A12",0
476,v000340,DK,8
546,v000340,RF,9
1216,v000341,Approve strongly,1
2162,v000341,Approve not strongly,2
3122,v000341,Disapprove not strongly,4
477,v000341,Disapprove strongly,5
547,v000341,DK (in A12 or A12a),8
638,v000341,RF (in A12 or A12b),9
1217,v000342,VERY MUCH,1
2163,v000342,PRETTY MUCH,2
3123,v000342,NOT VERY MUCH,3
478,v000342,NOT AT ALL,4
548,v000342,DK,8
1218,v000343,YES,1
2164,v000343,NO,5
3124,v000343,DK,8
1219,v000344,Third party or independent House can,30
2165,v000344,Democratic candidate in open House r,31
3125,v000344,Republican candidate in open House r,32
479,v000344,Democratic House incumbent,33
549,v000344,Republican House incumbent,34
639,v000344,Democratic House challenger,35
730,v000344,Republican House challenger,36
823,v000344,Third party or independent House can,38
918,v000344,Third party or independent House can,39
1016,v000344,Name not on candidate list for this,97
11100,v000344,"NA. Inap, R says he/she does not rec",0
1220,v000344,DK,98
1221,v000345,Democrat,1
2166,v000345,Republican,2
3126,v000345,Other Party (specify),7
480,v000345,"NA. Inap, R says he/she does not reca",0
550,v000345,DK,8
1222,v000346,"Democratic candidate (31,33,35)",1
2167,v000346,"Republican candidate (32,34,36)",2
3127,v000346,"Other (30,39)",3
482,v000346,Name given not on candidate list (97),7
554,v000346,"INAP, 5,8,9,0 in B2",0
640,v000346,DK name but know party,8
1223,v000347,Valid candidate name given and corre,1
2168,v000347,Valid candidate name given but incor,2
3128,v000347,"Valid candidate name given, DK or NA",3
483,v000347,Invalid candidate name given with an,4
555,v000347,Invalid candidate name given with DK,5
642,v000347,No candidate name given (DK or NA) -,6
731,v000347,No candidate name given (DK) -- DK o,7
824,v000347,"Inap, 5,8,9,0 in B2",0
1224,v000348,Third party or independent House can,30
2169,v000348,Democratic candidate in open House r,31
3129,v000348,Republican candidate in open House r,32
484,v000348,Democratic House incumbent,33
556,v000348,Republican House incumbent,34
643,v000348,Democratic House challenger,35
732,v000348,Republican House challenger,36
825,v000348,Third party or independent House can,38
919,v000348,Third party or independent House can,39
1017,v000348,Name not on candidate list or this r,97
11101,v000348,"NA. Inap, R says he/she does not rec",0
1225,v000348,DK,98
1226,v000349,Democrat,1
2170,v000349,Republican,2
3130,v000349,Other Party (specify),7
485,v000349,"NA. Inap, R says he/she does not reca",0
557,v000349,DK,8
1227,v000350,"Democratic candidate (31,33,35)",1
2171,v000350,"Republican candidate (32,34,36)",2
3131,v000350,"Other (30,39)",3
486,v000350,Name given not on candidate list (97),7
558,v000350,"INAP, 5,8,9,0 in B2. no further menti",0
644,v000350,DK name but know party,8
1228,v000351,Valid candidate name given and corre,1
2172,v000351,Valid candidate name given but incor,2
3132,v000351,"Valid candidate name given, DK or NA",3
487,v000351,Invalid candidate name given with an,4
559,v000351,Invalid candidate name given with DK,5
645,v000351,No candidate name given (DK or NA) -,6
733,v000351,No candidate name given (DK) -- DK o,7
826,v000351,"Inap, 5,8,9,0 in B2. no further ment",0
1229,v000352,Third party or independent House can,30
2173,v000352,Democratic candidate in open House r,31
3133,v000352,Republican candidate in open House r,32
488,v000352,Democratic House incumbent,33
560,v000352,Republican House incumbent,34
646,v000352,Democratic House challenger,35
734,v000352,Republican House challenger,36
827,v000352,Third party or independent House can,38
920,v000352,Third party or independent House can,39
1018,v000352,Name not on candidate list for this,97
11102,v000352,"NA. Inap, R says he/she does not rec",0
1230,v000352,DK,98
1231,v000353,Democrat,1
2174,v000353,Republican,2
3134,v000353,Other Party (specify),7
489,v000353,"NA. Inap, R says he/she does not reca",0
562,v000353,DK,8
1232,v000354,"Democratic candidate (31,33,35)",1
2175,v000354,"Republican candidate (32,34,36)",2
3135,v000354,"Other (30,39)",3
490,v000354,Name given not on candidate list (97),7
563,v000354,"INAP, 5,8,9,0 in B2. no further menti",0
647,v000354,DK name but know party,8
1233,v000355,Valid candidate name given and corre,1
2176,v000355,Valid candidate name given but incor,2
3136,v000355,"Valid candidate name given, DK or NA",3
492,v000355,Invalid candidate name given with an,4
564,v000355,Invalid candidate name given with DK,5
648,v000355,No candidate name given (DK or NA) -,6
735,v000355,No candidate name given (DK) -- DK o,7
828,v000355,"Inap, 5,8,9,0 in B2. no further ment",0
1234,v000356,APPROVE,1
2177,v000356,DISAPPROVE,5
3137,v000356,DON'T KNOW,8
493,v000356,RF,9
1235,v000357,STRONGLY,1
2178,v000357,NOT STRONGLY,5
3138,v000357,"NA. INAP, 8,9,0 in B3",0
1236,v000358,Approve strongly,1
2179,v000358,Approve not strongly,2
3139,v000358,Disapprove not strongly,4
494,v000358,Disapprove not strongly,5
565,v000358,DK (in B3 or B3a),8
649,v000358,RF (in B3 or B3a),9
4810,v000359,DK WHERE TO RATE,998
496,v000359,RF,999
5210,v000360,DON'T RECOGNIZE,997
5310,v000360,DK WHERE TO RATE,998
5410,v000360,RF,999
4410,v000361,DON'T RECOGNIZE,997
4511,v000361,DK WHERE TO RATE,998
4610,v000361,RF,999
402,v000362,DON'T RECOGNIZE,997
4110,v000362,DK WHERE TO RATE,998
4210,v000362,RF,999
4310,v000363,DON'T RECOGNIZE,997
4411,v000363,DK WHERE TO RATE,998
4512,v000363,RF,999
3810,v000364,DON'T RECOGNIZE,997
3910,v000364,DK WHERE TO RATE,998
403,v000364,RF,999
3610,v000365,DON'T RECOGNIZE,997
3710,v000365,DK WHERE TO RATE,998
3811,v000365,RF,999
4111,v000366,DON'T RECOGNIZE,997
4211,v000366,DK WHERE TO RATE,998
4311,v000366,RF,999
4212,v000367,DON'T RECOGNIZE,997
4312,v000367,DK WHERE TO RATE,998
4412,v000367,RF,999
4112,v000368,DON'T RECOGNIZE,997
4213,v000368,DK WHERE TO RATE,998
4313,v000368,RF,999
404,v000369,DON'T RECOGNIZE,997
4113,v000369,DK WHERE TO RATE,998
4214,v000369,RF,999
3410,v000370,DON'T RECOGNIZE,997
3510,v000370,DK WHERE TO RATE,998
3611,v000370,RF,999
3310,v000371,DON'T RECOGNIZE,997
3411,v000371,DK WHERE TO RATE,998
3511,v000371,RF,999
3211,v000372,DON'T RECOGNIZE,997
3311,v000372,DK WHERE TO RATE,998
3412,v000372,RF,999
1237,v000373,YES,1
2180,v000373,NO,5
3140,v000373,DON'T KNOW,8
495,v000373,RF,9
771,v000377,Other miscellaneous,8999
782,v000377,"Inap 5,8,9,0 in D1. no further men",0
4314,v000378,Other miscellaneous,8999
4413,v000378,"Inap 5,8,9,0 in D1. no further men",0
1238,v000379,YES,1
2181,v000379,NO,5
3141,v000379,DON'T KNOW,8
497,v000379,RF,9
6211,v000383,Other miscellaneous,8999
6310,v000383,"Inap 5,8,9,0 in D2. no further men",0
3911,v000384,Other miscellaneous,8999
405,v000384,"Inap 5,8,9,0 in D2. no further men",0
1239,v000385,YES,1
2182,v000385,NO,5
3142,v000385,DON'T KNOW,8
498,v000385,RF,9
951,v000388,Other miscellaneous,8999
961,v000388,"Inap 5,8,9,0 in D3. no further men",0
652,v000389,Other miscellaneous,8999
671,v000389,"Inap 5,8,9,0 in D3. no further men",0
4315,v000390,Other miscellaneous,8999
4414,v000390,"Inap 5,8,9,0 in D3. no further men",0
1240,v000391,YES,1
2183,v000391,NO,5
3143,v000391,DON'T KNOW,8
499,v000391,RF,9
772,v000395,Other miscellaneous,8999
783,v000395,"Inap 5,8,9,0 in D4. no further men",0
4114,v000396,Other miscellaneous,8999
4215,v000396,"Inap 5,8,9,0 in D4. no further men",0
1241,v000397,BETTER WHEN ONE PARTY CONTROLS BOTH,1
2184,v000397,BETTER WHEN CONTROL IS SPLIT,3
3144,v000397,IT DOESN'T MATTER,5
4100,v000397,DK,8
566,v000397,RF,9
1242,v000398,BETTER,1
2185,v000398,WORSE,3
3145,v000398,THE SAME,5
4101,v000398,"NA. INAP, R not selected for half-sam",0
567,v000398,DK,8
1243,v000399,Much Better,1
2186,v000399,Somewhat Better,5
3146,v000399,"NA. INAP, 3,5,8,9,0 in E1/E1.T",0
4102,v000399,DK,8
1244,v000400,Much Worse,1
2187,v000400,Somewhat Worse,5
3147,v000400,"NA. INAP, 1,5,8,9,0 in E1/E1.T",0
1245,v000401,Much better,1
2188,v000401,Somewhat better,2
3148,v000401,Same,3
4103,v000401,Somewhat worse,4
568,v000401,Much worse,5
650,v000401,"NA. INAP, R not selected for half-sam",0
736,v000401,DK (in E1 or E1a/E1b),8
1246,v000402,YES,1
2189,v000402,NO,5
3149,v000402,"NA. INAP, R not selected for half-sam",0
1247,v000403,BETTER,1
2190,v000403,WORSE,3
3150,v000403,THE SAME,5
4104,v000403,"NA. INAP, R not selected for half-sam",0
569,v000403,DK,8
1248,v000404,MUCH BETTER,1
2191,v000404,SOMEWHAT BETTER,5
3151,v000404,"NA. INAP, 3,5,8,9,0 in E3/E3.T",0
4105,v000404,DK,8
1249,v000405,MUCH WORSE,1
2192,v000405,SOMEWHAT WORSE,5
3152,v000405,"NA. INAP, 1,5,8,9,0 in E3/E3.T",0
4106,v000405,DK,8
1250,v000406,Much better,1
2193,v000406,Somewhat better,2
3153,v000406,Just about the same,3
4107,v000406,Somewhat worse,4
570,v000406,Much worse,5
653,v000406,"NA. INAP, R not selected for half sam",0
737,v000406,DK (in E3 or E3a/E3b),8
1251,v000407,YES,1
2194,v000407,NO,5
3154,v000407,DK,8
4108,v000407,RF,9
1252,v000408,Very often,1
2195,v000408,Fairly often,2
3155,v000408,Occasionally,3
4109,v000408,Rarely,4
572,v000408,"NA. INAP, 5,8,9,0 in F1a",0
1253,v000409,YES,1
2196,v000409,NO,5
3156,v000409,DK,8
4115,v000409,RF,9
1254,v000410,Very often,1
2197,v000410,Fairly often,2
3157,v000410,Occasionally,3
4116,v000410,Rarely,4
573,v000410,"NA. INAP, 5,8,9,0 in F1b",0
654,v000410,DK,8
738,v000410,RF,9
1255,v000411,Yes,1
2198,v000411,No,5
3158,v000411,DK,8
4117,v000411,RF,9
1256,v000412,Very Often,1
2199,v000412,Fairly Often,2
3159,v000412,Occasionally,3
4118,v000412,Rarely,4
574,v000412,"NA. INAP, 5,8,9,0 in F1c",0
1257,v000413,YES,1
2200,v000413,NO,5
3160,v000413,DK,8
4119,v000413,RF,9
1258,v000414,Very Often,1
2201,v000414,Fairly Often,2
3161,v000414,Occasionally,3
4120,v000414,Rarely,4
575,v000414,"NA. INAP, 5,8,9,0 in F1d",0
655,v000414,DK,8
1259,v000415,YES,1
2202,v000415,NO,5
3162,v000415,DK,8
4121,v000415,RF,9
1260,v000416,Very often,1
2203,v000416,Fairly often,2
3163,v000416,Occasionally,3
4122,v000416,Rarely,4
576,v000416,"NA. INAP, 5,8,9,0 in F2a",0
656,v000416,DK,8
1261,v000417,YES,1
2204,v000417,NO,5
3164,v000417,DK,8
4123,v000417,RF,9
1262,v000418,Very often,1
2205,v000418,Fairly often,2
3165,v000418,Occasionally,3
4124,v000418,Rarely,4
577,v000418,"NA. INAP, 5,8,9,0 in F26",0
657,v000418,DK,8
1263,v000419,YES,1
2206,v000419,NO,5
3166,v000419,DK,8
4125,v000419,RF,9
1264,v000420,Very often,1
2207,v000420,Fairly often,2
3167,v000420,Occasionally,3
4126,v000420,Rarely,4
578,v000420,"NA. INAP, 5,8,9,0 in F2c",0
658,v000420,DK,8
1265,v000421,YES,1
2208,v000421,NO,5
3168,v000421,DK,8
4127,v000421,RF,9
1266,v000422,Very often,1
2209,v000422,Fairly often,2
3169,v000422,Occasionally,3
4128,v000422,Rarely,4
579,v000422,"NA. INAP, 5,8,9,0 in F2d",0
659,v000422,DK,8
1267,v000423,Yes,1
2212,v000423,No,5
3170,v000423,"NA. INAP, question dropped",0
4129,v000423,DK,8
580,v000423,RF,9
1268,v000424,Very often,1
2213,v000424,Fairly often,2
3171,v000424,Occasionally,3
4130,v000424,Rarely,4
582,v000424,"NA. INAP, 5,8,9,0 in F3a",0
1269,v000425,Yes,1
2214,v000425,No,5
3172,v000425,"NA. INAP, question dropped",0
4131,v000425,DK,8
583,v000425,RF,9
1270,v000426,Very often,1
2215,v000426,Fairly often,2
3173,v000426,Occasionally,3
4132,v000426,Rarely,4
584,v000426,"NA. INAP, 5,8,9,0 in F3b",0
1271,v000427,Yes,1
2216,v000427,No,5
3174,v000427,"NA. INAP, question dropped",0
4133,v000427,DK,8
585,v000427,RF,9
1272,v000428,Very often,1
2217,v000428,Fairly often,2
3175,v000428,Occasionally,3
4134,v000428,Rarely,4
586,v000428,"NA. INAP, 5,8,9,0 in F3c",0
1273,v000429,Yes,1
2218,v000429,No,5
3176,v000429,"NA. INAP, question dropped",0
4135,v000429,DK,8
587,v000429,RF,9
1274,v000430,Very often,1
2219,v000430,Fairly often,2
3177,v000430,Occasionally,3
4136,v000430,Rarely,4
588,v000430,"NA. INAP, 5,8,9,0 in F3d",0
8210,v000431,Other specific mention not codeable,990
831,v000431,"Inap, R not selected for half-sampl",0
841,v000431,There were no issues,991
861,v000431,DK,998
871,v000432,Other specific mention not codeable,990
881,v000432,"INAP, 000, 991-999 in F6(1). no fur",0
872,v000433,Other specific mention not codeable,990
882,v000433,"INAP, 000, 991-999 in F6(1). no fur",0
842,v000434,Other specific mention not codeable,990
851,v000434,"INAP, 000, 991-999 in F6(1). no fur",0
1275,v000435,"No problem mentioned (000, 991-999 in",0
2220,v000435,One problem mentioned,1
3178,v000435,Two or more problems mentioned,2
4137,v000435,R not selected for administration of,9
892,v000436,Other specific mention not codeable,990
9110,v000436,"Inap, R not selected for administra",0
922,v000436,DK,998
1276,v000437,A GOOD JOB,1
2221,v000437,ONLY FAIR,3
3179,v000437,A POOR JOB,5
4138,v000437,"NA. INAP, R not selected for section",0
589,v000437,DK,8
660,v000437,RF,9
2222,v000438,DEMOCRATS,3
3180,v000438,THERE WOULDN'T BE MUCH DIFFERENCE BET,5
4139,v000438,NEITHER PARTY (VOL),7
590,v000438,"NA. INAP, R not selected for section",0
662,v000438,DK,8
1277,v000439,EXTREMELY LIBERAL,1
2223,v000439,LIBERAL,2
3181,v000439,SLIGHTLY LIBERAL,3
4140,v000439,MODERATE. MIDDLE OF THE ROAD,4
592,v000439,SLIGHTLY CONSERVATIVE,5
663,v000439,CONSERVATIVE,6
739,v000439,EXTREMELY CONSERVATIVE,7
829,v000439,HAVEN'T THOUGHT MUCH (DO NOT PROBE),0
921,v000439,DK,8
1019,v000439,"RF. NA. INAP, Phone mode. R",9
1278,v000439a,EXTREMELY LIBERAL,1
2224,v000439a,LIBERAL,2
3182,v000439a,SLIGHTLY LIBERAL,3
4141,v000439a,MODERATE. MIDDLE OF THE ROAD,4
593,v000439a,SLIGHTLY CONSERVATIVE,5
664,v000439a,CONSERVATIVE,6
740,v000439a,EXTREMELY CONSERVATIVE,7
830,v000439a,HAVEN'T THOUGHT MUCH (DO NOT PROBE),0
923,v000439a,DK,8
1020,v000439a,"RF. NA. INAP, FTF mode. R",9
1279,v000440,EXTREMELY LIBERAL,1
2225,v000440,LIBERAL,2
3183,v000440,SLIGHTLY LIBERAL,3
4142,v000440,MODERATE. MIDDLE OF THE ROAD,4
594,v000440,SLIGHTLY CONSERVATIVE,5
665,v000440,CONSERVATIVE,6
741,v000440,EXTREMELY CONSERVATIVE,7
832,v000440,HAVEN'T THOUGHT MUCH (DO NOT PROBE),0
924,v000440,DK,8
1021,v000440,"RF. NA. INAP, R selected for branchin",9
1280,v000441,LIBERAL,1
2226,v000441,CONSERVATIVE,3
3184,v000441,MODERATE,5
4143,v000441,R REFUSES TO CHOOSE,7
595,v000441,"NA. INAP, 1-3, 5-7 or RF/NA in G1a or",0
666,v000441,DK,8
1281,v000441a,"Liberal (1/2/3,0. 0/4/8,1)",1
2227,v000441a,"Moderate (0/4/8,5. 4,7/8/9/NA)",3
3185,v000441a,"Conservative (5/6/7,0. 0/4/8,3)",5
4144,v000441a,"Refused to choose (0/8,7)",7
596,v000441a,"DK (0/8,8)",8
667,v000441a,NA/RF to entire question series (RF/,9
1282,v000442,A LIBERAL,1
2228,v000442,A CONSERVATIVE,3
3186,v000442,A MODERATE,5
4145,v000442,NEITHER (VOL),7
597,v000442,HAVEN'T THOUGHT MUCH (DO NOT PROBE),0
668,v000442,DK,8
742,v000442,"RF. NA. INAP, R selected for",9
1283,v000443,LIBERAL,1
2229,v000443,CONSERVATIVE,3
3187,v000443,MODERATE(VOL),5
4146,v000443,R REFUSES TO CHOOSE (VOL),7
598,v000443,"NA. INAP, 1,3,9 in G6.E",0
669,v000443,DON'T KNOW,8
1284,v000444,STRONG LIBERAL,1
2230,v000444,NOT VERY STRONG LIBERAL,5
3188,v000444,"NA. INAP, 3,5,7,8,9,0 in G6.E",0
4147,v000444,DK,8
1285,v000445,STRONG CONSERVATIVE,1
2231,v000445,NOT VERY STRONG CONSERVATIVE,5
3189,v000445,"NA. INAP, 1,5,7,8,9,0 in G6.E",0
4148,v000445,DK,8
1286,v000446,SCALE: 1 / BRANCHING: strong liberal,1
2232,v000446,SCALE: 2 / BRANCHING: not strong libe,2
3190,v000446,SCALE: 3. had to choose liberal / BRA,3
4149,v000446,SCALE: 4. had to choose moderate/ BRA,4
599,v000446,SCALE: 5. had to choose conserv/ BRAN,5
670,v000446,SCALE: 6 / BRANCHING: not strong cons,6
743,v000446,SCALE: 7 / BRANCHING: strong conserva,7
925,v000446,DK,8
1022,v000446,R refuses to choose,9
1287,v000446a,SCALE: 1 / BRANCHING: strong liberal,1
2233,v000446a,SCALE: 2 / BRANCHING: not strong libe,2
3191,v000446a,SCALE: 3. had to choose liberal / BRA,3
4150,v000446a,SCALE: 4. had to choose moderate/ BRA,4
5100,v000446a,SCALE: 5. had to choose conserv/ BRAN,5
